"","name","datetime","tempmax","tempmin","temp","feelslikemax","feelslikemin","feelslike","dew","humidity","precip","precipprob","precipcover","preciptype","snow","snowdepth","windgust","windspeed","winddir","sealevelpressure","cloudcover","visibility","solarradiation","solarenergy","uvindex","severerisk","sunrise","sunset","moonphase","conditions","description","icon","stations","year","month","sunrise_time","sunset_time"
"4870","Arizona",2003-06-15,42.2,25.1,34.8,38,25.1,32.2,-2.7,10.4,0,0,0,NA,0,0,NA,25.9,264.9,1009.1,29.1,16,NA,NA,NA,NA,2003-06-15 05:18:04,2003-06-15 19:39:30,0.54,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,6,19084,70770
"4871","Arizona",2003-06-16,41.2,28.4,35.1,37.6,27,32.4,0,11.5,0,0,0,NA,0,0,NA,22.3,287.2,1008.4,22.6,15.9,NA,NA,NA,NA,2003-06-16 05:18:09,2003-06-16 19:39:50,0.58,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,6,19089,70790
"4872","Arizona",2003-06-17,41.7,27.2,35.2,38,26.2,32.6,-0.6,11.3,0,0,0,NA,0,0,NA,25.9,349.7,1007.9,9.6,16,NA,NA,NA,NA,2003-06-17 05:18:15,2003-06-17 19:40:09,0.61,"Clear","Clear conditions throughout the day.","clear-day","72278023183",2003,6,19095,70809
"4873","Arizona",2003-06-18,41.7,29.4,36,37.8,27.9,33.4,3,14.8,0,0,0,NA,0,0,NA,24.1,171.6,1005.8,14.6,16,NA,NA,NA,NA,2003-06-18 05:18:23,2003-06-18 19:40:27,0.64,"Clear","Clear conditions throughout the day.","clear-day","72278023183",2003,6,19103,70827
"4874","Arizona",2003-06-19,40.1,26.2,33.7,36.5,26.2,31.2,-3.3,9.9,0,0,0,NA,0,0,NA,33.5,202.6,1004.7,31.7,16,NA,NA,NA,NA,2003-06-19 05:18:32,2003-06-19 19:40:43,0.67,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,6,19112,70843
"4875","Arizona",2003-06-20,37.9,24.4,31,34.7,24.4,29.3,-1.1,13.4,0,0,0,NA,0,0,NA,29.5,195.4,1005.3,5.4,16,NA,NA,NA,NA,2003-06-20 05:18:43,2003-06-20 19:40:57,0.71,"Clear","Clear conditions throughout the day.","clear-day","72278023183",2003,6,19123,70857
"4876","Arizona",2003-06-21,36.7,22.2,30.4,33.7,22.2,28.7,-2.3,12.2,0,0,0,NA,0,0,NA,29.5,214.6,1007,0,16,NA,NA,NA,NA,2003-06-21 05:18:55,2003-06-21 19:41:11,0.75,"Clear","Clear conditions throughout the day.","clear-day","72278023183",2003,6,19135,70871
"4877","Arizona",2003-06-22,36.7,24.4,31.4,33.8,24.4,29.6,1.4,15.5,0,0,0,NA,0,0,NA,22.3,233.4,1005.9,0,16,NA,NA,NA,NA,2003-06-22 05:19:08,2003-06-22 19:41:22,0.77,"Clear","Clear conditions throughout the day.","clear-day","72278023183",2003,6,19148,70882
"4878","Arizona",2003-06-23,36.7,24.4,31.6,34,24.4,29.8,1.9,15.9,0,0,0,NA,0,0,NA,27.7,203.4,1003.8,0,16,NA,NA,NA,NA,2003-06-23 05:19:23,2003-06-23 19:41:33,0.8,"Clear","Clear conditions throughout the day.","clear-day","72278023183",2003,6,19163,70893
"4879","Arizona",2003-06-24,36.2,23.4,30.2,33.3,23.4,28.6,-1.3,13.2,0,0,0,NA,0,0,NA,33.5,260.1,1006.7,0,16,NA,NA,NA,NA,2003-06-24 05:19:39,2003-06-24 19:41:42,0.84,"Clear","Clear conditions throughout the day.","clear-day","72278023183",2003,6,19179,70902
"4880","Arizona",2003-06-25,38.9,25.1,32.6,35.7,25.1,30.6,0.3,13.7,0,0,0,NA,0,0,NA,20.5,92.1,1011,0,16,NA,NA,NA,NA,2003-06-25 05:19:56,2003-06-25 19:41:49,0.87,"Clear","Clear conditions throughout the day.","clear-day","72278023183",2003,6,19196,70909
"4881","Arizona",2003-06-26,42.2,26.2,34.8,37.9,26.2,32.3,-0.7,12.1,0,0,0,NA,0,0,NA,22.3,234.7,1010.8,5.2,15.7,NA,NA,NA,NA,2003-06-26 05:20:14,2003-06-26 19:41:56,0.9,"Clear","Clear conditions throughout the day.","clear-day","72278023183",2003,6,19214,70916
"4882","Arizona",2003-06-27,43.9,28.9,36.8,43.9,27.3,34.6,0.9,11.3,0,0,0,NA,0,0,NA,18.7,250.2,1008.2,29.1,15.8,NA,NA,NA,NA,2003-06-27 05:20:34,2003-06-27 19:42:00,0.94,"Partially cloudy","Clearing in the afternoon.","partly-cloudy-day","72278023183",2003,6,19234,70920
"4883","Arizona",2003-06-28,43.9,28.4,37.1,43.9,27,34.9,-0.6,10.9,0,0,0,NA,0,0,NA,22.3,280.6,1006.8,13,15.9,NA,NA,NA,NA,2003-06-28 05:20:55,2003-06-28 19:42:03,0.97,"Clear","Clear conditions throughout the day.","clear-day","72278023183",2003,6,19255,70923
"4884","Arizona",2003-06-29,42.9,27.9,36.1,39.8,26.8,33.8,4.7,14.7,0,0,0,NA,0,0,NA,27.7,254.9,1009,0,15.8,NA,NA,NA,NA,2003-06-29 05:21:17,2003-06-29 19:42:05,0,"Clear","Clear conditions throughout the day.","clear-day","72278023183",2003,6,19277,70925
"4885","Arizona",2003-06-30,42.2,30.1,36.7,39.5,28.8,34.5,7.1,17.6,0,0,0,NA,0,0,NA,29.5,269.5,1010.5,3.8,15.8,NA,NA,NA,NA,2003-06-30 05:21:40,2003-06-30 19:42:05,0.04,"Clear","Clear conditions throughout the day.","clear-day","72278023183",2003,6,19300,70925
"4886","Arizona",2003-07-01,41.7,29.4,36.1,38.8,28,34,7.8,18.8,0,0,0,NA,0,0,NA,24.1,268,1010.8,0,15.9,NA,NA,NA,NA,2003-07-01 05:22:04,2003-07-01 19:42:03,0.07,"Clear","Clear conditions throughout the day.","clear-day","72278023183",2003,7,19324,70923
"4887","Arizona",2003-07-02,42.2,31.2,36.7,38.8,30,34.4,7.1,18.1,0,0,0,NA,0,0,NA,27.7,262.9,1009.5,13.8,15.8,NA,NA,NA,NA,2003-07-02 05:22:30,2003-07-02 19:42:00,0.11,"Clear","Clear conditions throughout the day.","clear-day","72278023183",2003,7,19350,70920
"4888","Arizona",2003-07-03,43.4,29.4,36.7,43.4,28.1,34.3,5.1,15.9,0,0,0,NA,0,0,NA,27.7,268.4,1008.2,4.1,16,NA,NA,NA,NA,2003-07-03 05:22:56,2003-07-03 19:41:55,0.14,"Clear","Clear conditions throughout the day.","clear-day","72278023183",2003,7,19376,70915
"4889","Arizona",2003-07-04,45.1,28.4,37.3,45.1,27.2,35.4,1.9,12.6,0,0,0,NA,0,0,NA,24.1,262.6,1007.4,25.4,15.9,NA,NA,NA,NA,2003-07-04 05:23:23,2003-07-04 19:41:49,0.18,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,7,19403,70909
"4890","Arizona",2003-07-05,43.9,30.7,38,43.9,28.8,35.7,2.3,11.6,0,0,0,NA,0,0,NA,24.1,279.2,1007.8,50.4,16,NA,NA,NA,NA,2003-07-05 05:23:52,2003-07-05 19:41:41,0.21,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,7,19432,70901
"4891","Arizona",2003-07-06,42.9,30.1,36.9,40.2,29.1,35.1,9.5,20.3,0,0,0,NA,0,0,NA,18.7,273.6,1006.5,5.8,16,NA,NA,NA,NA,2003-07-06 05:24:21,2003-07-06 19:41:31,0.25,"Clear","Clear conditions throughout the day.","clear-day","72278023183",2003,7,19461,70891
"4892","Arizona",2003-07-07,42.9,28.9,36.6,40.1,28,34.3,7.1,17.7,0,0,0,NA,0,0,NA,25.9,276.4,1007,0,16,NA,NA,NA,NA,2003-07-07 05:24:51,2003-07-07 19:41:20,0.29,"Clear","Clear conditions throughout the day.","clear-day","72278023183",2003,7,19491,70880
"4893","Arizona",2003-07-08,42.9,29.4,36.5,39.5,27.8,34,4.8,14.9,0,0,0,NA,0,0,NA,20.5,278.9,1009.8,0,16,NA,NA,NA,NA,2003-07-08 05:25:22,2003-07-08 19:41:07,0.32,"Clear","Clear conditions throughout the day.","clear-day","72278023183",2003,7,19522,70867
"4894","Arizona",2003-07-09,45.1,28.9,37.7,45.1,27.7,35.9,4.6,14.7,0,0,0,NA,0,0,NA,27.7,257.1,1009.1,1.3,15.9,NA,NA,NA,NA,2003-07-09 05:25:54,2003-07-09 19:40:53,0.36,"Clear","Clear conditions throughout the day.","clear-day","72278023183",2003,7,19554,70853
"4895","Arizona",2003-07-10,42.9,28.9,36.7,41.1,27.6,34.8,8.1,18.1,0,0,0,NA,0,0,NA,22.3,255.4,1009.6,1.3,15.8,NA,NA,NA,NA,2003-07-10 05:26:26,2003-07-10 19:40:37,0.39,"Clear","Clear conditions throughout the day.","clear-day","72278023183",2003,7,19586,70837
"4896","Arizona",2003-07-11,41.7,30.7,37,42.1,30.3,36.9,14.9,27.8,0,0,0,NA,0,0,NA,27.7,275.3,1012.4,51.7,16,NA,NA,NA,NA,2003-07-11 05:26:59,2003-07-11 19:40:19,0.43,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,7,19619,70819
"4897","Arizona",2003-07-12,43.9,32.9,38.8,43.9,32.5,38.6,13.7,23.8,0,0,0,NA,0,0,NA,33.5,255.8,1012.1,63.9,15,NA,NA,NA,NA,2003-07-12 05:27:33,2003-07-12 19:40:00,0.46,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,7,19653,70800
"4898","Arizona",2003-07-13,45.7,33.4,39.7,45.7,32.6,39,11.8,20.6,0,0,0,NA,0,0,NA,25.9,195.3,1010.5,77.5,15.4,NA,NA,NA,NA,2003-07-13 05:28:08,2003-07-13 19:39:39,0.5,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,7,19688,70779
"4899","Arizona",2003-07-14,46.7,33.9,40.3,46.7,32.6,39.3,10.2,17.7,0,0,0,NA,0,0,NA,24.1,199.6,1008.2,85,13,NA,NA,NA,NA,2003-07-14 05:28:44,2003-07-14 19:39:17,0.53,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,7,19724,70757
"4900","Arizona",2003-07-15,45.7,36.2,40.5,45.7,35.2,39.6,10.4,17.5,0,0,0,NA,0,0,NA,38.9,146.4,1008.3,88.7,14.1,NA,NA,NA,NA,2003-07-15 05:29:20,2003-07-15 19:38:53,0.56,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,7,19760,70733
"4901","Arizona",2003-07-16,46.7,33.4,40.3,46.7,32.6,39.6,9.4,17.8,0,0,0,NA,0,0,NA,16.6,352.2,1008.8,67.9,13.9,NA,NA,NA,NA,2003-07-16 05:29:56,2003-07-16 19:38:27,0.6,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,7,19796,70707
"4902","Arizona",2003-07-17,40.1,33.9,37.5,38.8,32.6,36.3,11.7,21.6,0,0,0,NA,0,0,NA,24.1,135.2,1011.1,89.6,16,NA,NA,NA,NA,2003-07-17 05:30:33,2003-07-17 19:38:00,0.63,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,7,19833,70680
"4903","Arizona",2003-07-18,39.4,30.7,35,40.3,31.2,35.4,16.4,33.7,0,0,0,NA,0,0,NA,20.5,167.8,1014.5,82.5,16,NA,NA,NA,NA,2003-07-18 05:31:11,2003-07-18 19:37:31,0.66,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,7,19871,70651
"4904","Arizona",2003-07-19,41.7,32.9,36.5,42.6,32.5,36.5,15.2,28.7,0,0,0,NA,0,0,NA,27.7,262.9,1014,78.7,16,NA,NA,NA,NA,2003-07-19 05:31:49,2003-07-19 19:37:01,0.69,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,7,19909,70621
"4905","Arizona",2003-07-20,43.9,32.9,38.5,43.9,32.5,37.9,13.2,23.3,0,0,0,NA,0,0,NA,29.5,268.6,1011.5,57.4,15.8,NA,NA,NA,NA,2003-07-20 05:32:28,2003-07-20 19:36:29,0.73,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,7,19948,70589
"4906","Arizona",2003-07-21,43.4,30.7,36.3,43.4,31.9,36.4,15.5,31.8,0,0,0,NA,0,0,NA,44.6,178.9,1011.4,88.3,16,NA,NA,NA,NA,2003-07-21 05:33:07,2003-07-21 19:35:56,0.75,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,7,19987,70556
"4907","Arizona",2003-07-22,42.2,29.4,36.1,42.2,30.6,36.5,16.2,33.8,0,0,0,NA,0,0,NA,18.7,194.3,1011.3,78.8,16,NA,NA,NA,NA,2003-07-22 05:33:46,2003-07-22 19:35:21,0.79,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,7,20026,70521
"4908","Arizona",2003-07-23,43.4,32.9,37.9,43.4,33.4,38,15.1,27.2,0,0,0,NA,0,0,NA,22.3,206,1011.1,83,16,NA,NA,NA,NA,2003-07-23 05:34:26,2003-07-23 19:34:44,0.82,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,7,20066,70484
"4909","Arizona",2003-07-24,41.2,31.7,36.7,40.5,33,36.7,15.1,28.7,0,0,0,NA,0,0,NA,31.7,225.5,1010.3,82.6,15.5,NA,NA,NA,NA,2003-07-24 05:35:06,2003-07-24 19:34:06,0.85,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,7,20106,70446
"4910","Arizona",2003-07-25,41.2,32.9,37.2,40.4,32.9,36.9,14.5,27.1,0,0,0,NA,0,0,NA,31.7,203,1010.6,77.7,16,NA,NA,NA,NA,2003-07-25 05:35:47,2003-07-25 19:33:27,0.89,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,7,20147,70407
"4911","Arizona",2003-07-26,41.7,30.7,36.1,42.1,31.7,36.6,16.4,32.7,0,0,0,NA,0,0,NA,37.1,248.3,1012.8,77.4,15.5,NA,NA,NA,NA,2003-07-26 05:36:28,2003-07-26 19:32:46,0.92,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,7,20188,70366
"4912","Arizona",2003-07-27,41.7,30.7,36.2,42.3,32.2,36.6,16.2,32.3,0,0,0,NA,0,0,NA,24.1,133.5,1012.4,74.6,16,NA,NA,NA,NA,2003-07-27 05:37:09,2003-07-27 19:32:04,0.95,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,7,20229,70324
"4913","Arizona",2003-07-28,36.2,28.9,32.7,36.8,29.6,33,16.7,39.4,0,0,0,NA,0,0,NA,25.9,295.8,1013.2,89.2,16,NA,NA,NA,NA,2003-07-28 05:37:50,2003-07-28 19:31:20,0,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,7,20270,70280
"4914","Arizona",2003-07-29,37.9,22.9,31.3,38.3,22.9,31.7,17.6,47.9,15.5,100,8.33,"rain",0,0,NA,38.9,187.4,1013,60.4,15.4,NA,NA,NA,NA,2003-07-29 05:38:31,2003-07-29 19:30:35,0.02,"Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.","rain","72278023183",2003,7,20311,70235
"4915","Arizona",2003-07-30,35.7,24.4,30.3,37.3,24.4,31,19.1,54,0,0,0,NA,0,0,NA,18.7,222.1,1014.9,81.7,16,NA,NA,NA,NA,2003-07-30 05:39:13,2003-07-30 19:29:49,0.05,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,7,20353,70189
"4916","Arizona",2003-07-31,38.9,28.4,33.5,39.1,29.5,34.1,17.1,39.8,0,0,0,NA,0,0,NA,25.9,213.3,1014.4,72.9,16,NA,NA,NA,NA,2003-07-31 05:39:55,2003-07-31 19:29:01,0.09,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,7,20395,70141
"4917","Arizona",2003-08-01,34.4,25.7,30.7,35,25.7,31.4,18.7,51,0.8,100,4.17,"rain",0,0,NA,24.1,242.8,1015.3,88.8,15.9,NA,NA,NA,NA,2003-08-01 05:40:36,2003-08-01 19:28:12,0.13,"Rain, Partially cloudy","Partly cloudy throughout the day with early morning rain.","rain","72278023183",2003,8,20436,70092
"4918","Arizona",2003-08-02,37.9,27.2,33.2,37.4,28.5,33.5,16.3,38.7,0,0,0,NA,0,0,NA,24.1,250.5,1013.1,45,16,NA,NA,NA,NA,2003-08-02 05:41:18,2003-08-02 19:27:22,0.16,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,8,20478,70042
"4919","Arizona",2003-08-03,40.7,30.1,35.5,39.5,29.1,34,11.2,23.8,0,0,0,NA,0,0,NA,20.5,263.9,1011.9,24.6,16,NA,NA,NA,NA,2003-08-03 05:42:01,2003-08-03 19:26:30,0.2,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,8,20521,69990
"4920","Arizona",2003-08-04,41.7,28.9,36.3,39.2,28.2,34.3,8.6,19.7,0,0,0,NA,0,0,NA,25.9,294.9,1011.5,22.2,16,NA,NA,NA,NA,2003-08-04 05:42:43,2003-08-04 19:25:37,0.23,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,8,20563,69937
"4921","Arizona",2003-08-05,43.4,30.1,36.9,43.4,29.1,35.1,9.3,19.7,0,0,0,NA,0,0,NA,22.3,278.6,1010.4,52.1,16,NA,NA,NA,NA,2003-08-05 05:43:25,2003-08-05 19:24:43,0.25,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,8,20605,69883
"4922","Arizona",2003-08-06,41.7,31.2,37.4,40.3,30.3,36,11.5,21.7,0,0,0,NA,0,0,NA,24.1,276,1010.9,85,16,NA,NA,NA,NA,2003-08-06 05:44:07,2003-08-06 19:23:47,0.31,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,8,20647,69827
"4923","Arizona",2003-08-07,42.2,32.2,37.6,41.4,32.2,37,13.4,24.4,0,0,0,NA,0,0,NA,22.3,251.4,1010.6,75.9,16,NA,NA,NA,NA,2003-08-07 05:44:49,2003-08-07 19:22:50,0.34,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,8,20689,69770
"4924","Arizona",2003-08-08,41.7,33.9,37.8,41.1,33.3,37.4,14.2,25.2,0,0,0,NA,0,0,NA,27.7,282.1,1011.8,72.5,16,NA,NA,NA,NA,2003-08-08 05:45:32,2003-08-08 19:21:53,0.38,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,8,20732,69713
"4925","Arizona",2003-08-09,43.9,32.9,38.5,43.9,32.9,38.2,13.6,23.9,0,0,0,NA,0,0,NA,16.6,276.7,1012,50,16,NA,NA,NA,NA,2003-08-09 05:46:14,2003-08-09 19:20:54,0.41,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,8,20774,69654
"4926","Arizona",2003-08-10,46.2,32.9,39.9,46.2,32.5,39.1,11.8,20.1,0,0,0,NA,0,0,NA,29.5,258.5,1011.3,60.4,16,NA,NA,NA,NA,2003-08-10 05:46:56,2003-08-10 19:19:54,0.45,"Partially cloudy","Becoming cloudy in the afternoon.","partly-cloudy-day","72278023183",2003,8,20816,69594
"4927","Arizona",2003-08-11,43.9,34.4,39.5,43.9,34,38.6,11.7,19.8,0,0,0,NA,0,0,NA,29.5,255.4,1010.6,77.1,16,NA,NA,NA,NA,2003-08-11 05:47:39,2003-08-11 19:18:52,0.5,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,8,20859,69532
"4928","Arizona",2003-08-12,42.9,35.1,39,42.7,34.4,38.4,13.2,22,0,0,0,NA,0,0,NA,24.1,270.7,1009.8,72.5,15.9,NA,NA,NA,NA,2003-08-12 05:48:21,2003-08-12 19:17:50,0.52,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,8,20901,69470
"4929","Arizona",2003-08-13,43.9,31.2,37.6,43.9,33,38,15.6,29.3,0,0,0,NA,0,0,NA,40.7,243.2,1010.9,56.3,15.6,NA,NA,NA,NA,2003-08-13 05:49:03,2003-08-13 19:16:47,0.55,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,8,20943,69407
"4930","Arizona",2003-08-14,39.4,24.4,32.8,40,24.4,33.9,18.4,45.3,4.4,100,8.33,"rain",0,0,NA,35.3,147.3,1014.5,92.5,15.7,NA,NA,NA,NA,2003-08-14 05:49:45,2003-08-14 19:15:42,0.58,"Rain, Overcast","Cloudy skies throughout the day with late afternoon rain.","rain","72278023183",2003,8,20985,69342
"4931","Arizona",2003-08-15,34.4,25.1,30,34.5,25.1,30.1,17.4,49.5,0.5,100,4.17,"rain",0,0,NA,27.7,195.9,1017.1,90.4,16,NA,NA,NA,NA,2003-08-15 05:50:27,2003-08-15 19:14:37,0.62,"Rain, Overcast","Cloudy skies throughout the day with early morning rain.","rain","72278023183",2003,8,21027,69277
"4932","Arizona",2003-08-16,36.7,27.2,32.1,36.1,28.5,32.2,16.2,40.5,0,0,0,NA,0,0,NA,16.6,241.3,1015.3,74.8,16,NA,NA,NA,NA,2003-08-16 05:51:09,2003-08-16 19:13:31,0.65,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,8,21069,69211
"4933","Arizona",2003-08-17,40.7,28.9,35.3,39.8,29.8,35,14.6,31.3,0,0,0,NA,0,0,NA,18.7,189.2,1010.4,47.4,16,NA,NA,NA,NA,2003-08-17 05:51:51,2003-08-17 19:12:24,0.68,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,8,21111,69144
"4934","Arizona",2003-08-18,42.9,31.2,36.2,42.1,30.8,35.9,14.7,29.3,0,0,0,NA,0,0,NA,42.5,177.7,1009.7,40.9,15.4,NA,NA,NA,NA,2003-08-18 05:52:33,2003-08-18 19:11:15,0.71,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,8,21153,69075
"4935","Arizona",2003-08-19,31.7,24.4,29.9,32.7,24.4,30.5,18.4,51.5,0,0,0,NA,0,0,NA,25.9,161.4,1014.7,88.3,15.4,NA,NA,NA,NA,2003-08-19 05:53:14,2003-08-19 19:10:06,0.75,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,8,21194,69006
"4936","Arizona",2003-08-20,37.2,27.2,32.6,38,28.7,33.8,18.4,45.3,0,0,0,NA,0,0,NA,13,173.8,1013.8,80.4,16,NA,NA,NA,NA,2003-08-20 05:53:56,2003-08-20 19:08:56,0.78,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,8,21236,68936
"4937","Arizona",2003-08-21,38.9,30.1,34.7,40,31.6,36,18.1,38.6,0,0,0,NA,0,0,NA,24.1,274.9,1012.7,77,16,NA,NA,NA,NA,2003-08-21 05:54:37,2003-08-21 19:07:46,0.81,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,8,21277,68866
"4938","Arizona",2003-08-22,40.1,31.7,35.9,41.1,32.7,37,17.6,34.8,0,0,0,NA,0,0,NA,25.9,279.7,1009.6,63,16,NA,NA,NA,NA,2003-08-22 05:55:19,2003-08-22 19:06:34,0.84,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,8,21319,68794
"4939","Arizona",2003-08-23,41.7,31.7,35.8,42.1,32.6,36.6,17,34.2,0,0,0,NA,0,0,NA,38.9,90.7,1009.7,76.3,16,NA,NA,NA,NA,2003-08-23 05:56:00,2003-08-23 19:05:22,0.87,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,8,21360,68722
"4940","Arizona",2003-08-24,38.9,30.1,34.1,39.1,31.1,34.8,17.2,38.1,0,0,0,NA,0,0,NA,22.3,249.4,1012.9,81.7,16,NA,NA,NA,NA,2003-08-24 05:56:41,2003-08-24 19:04:09,0.91,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,8,21401,68649
"4941","Arizona",2003-08-25,40.1,29.4,35.1,40.3,29.8,35.7,16.8,35.1,0,0,0,NA,0,0,NA,25.9,166.4,1011.5,75.8,16,NA,NA,NA,NA,2003-08-25 05:57:22,2003-08-25 19:02:55,0.94,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,8,21442,68575
"4942","Arizona",2003-08-26,36.2,24.4,31.8,37.3,24.4,33,18.8,47.4,0,0,0,NA,0,0,NA,40.7,170.7,1011.6,87,15.7,NA,NA,NA,NA,2003-08-26 05:58:03,2003-08-26 19:01:41,0.97,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,8,21483,68501
"4943","Arizona",2003-08-27,32.9,23.9,28.7,33.8,23.9,29.7,20.3,62.3,5.1,100,8.33,"rain",0,0,NA,31.7,289.9,1013.6,88.3,15.9,NA,NA,NA,NA,2003-08-27 05:58:44,2003-08-27 19:00:25,0,"Rain, Partially cloudy","Partly cloudy throughout the day with early morning rain.","rain","72278023183",2003,8,21524,68425
"4944","Arizona",2003-08-28,36.7,27.2,31.8,37.5,29.3,33.4,19.4,50.4,0,0,0,NA,0,0,NA,16.6,311,1012.4,80.8,16,NA,NA,NA,NA,2003-08-28 05:59:25,2003-08-28 18:59:10,0.04,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,8,21565,68350
"4945","Arizona",2003-08-29,38.9,28.4,33.7,39.7,28.9,34.3,17.1,38.5,0,0,0,NA,0,0,NA,16.6,254.3,1011,45.5,16,NA,NA,NA,NA,2003-08-29 06:00:05,2003-08-29 18:57:53,0.07,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,8,21605,68273
"4946","Arizona",2003-08-30,40.1,31.2,35.9,41.4,32.8,37,17.5,34.9,0,0,0,NA,0,0,NA,18.7,273.5,1010.6,18.8,16,NA,NA,NA,NA,2003-08-30 06:00:46,2003-08-30 18:56:36,0.11,"Clear","Clear conditions throughout the day.","clear-day","72278023183",2003,8,21646,68196
"4947","Arizona",2003-08-31,41.7,31.2,36.7,41.4,32.2,37.1,15.9,30.6,0,0,0,NA,0,0,NA,16.6,286,1009,31.3,16,NA,NA,NA,NA,2003-08-31 06:01:27,2003-08-31 18:55:19,0.15,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,8,21687,68119
"4948","Arizona",2003-09-01,41.2,32.2,36.3,41.5,32.2,36.5,15.6,30.2,0,0,0,NA,0,0,NA,37.1,115,1009.8,76.7,16,NA,NA,NA,NA,2003-09-01 06:02:07,2003-09-01 18:54:01,0.18,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,9,21727,68041
"4949","Arizona",2003-09-02,41.7,31.2,36.8,39.2,30.6,35.4,11.2,23.2,0,0,0,NA,0,0,NA,18.7,71.5,1010.4,82.1,16,NA,NA,NA,NA,2003-09-02 06:02:47,2003-09-02 18:52:42,0.22,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,9,21767,67962
"4950","Arizona",2003-09-03,43.4,31.7,37.6,43.4,30.3,35.9,9.5,19.8,0,0,0,NA,0,0,NA,20.5,165.7,1009.7,53.5,15.3,NA,NA,NA,NA,2003-09-03 06:03:27,2003-09-03 18:51:23,0.25,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",2003,9,21807,67883
